Target,Ligand,dG_experiment,Score,dG_int,dG_conf(L),dG_H+,-TS,E_crest_xtb_Eh,E_020_xtb_Eh,Delta_xtb_kcal,E_crest_pm6_kcal,E_020_pm6_kcal,Delta_pm6_kcal,S_conf_crest,Minus_TS_kcal,GFN2_S_conf,Minus_TS_gfn2_kcal,Delta_gfn2_xtb_kcal,GFN2_crest_xtb_energy,Charge,No_solvent_gfn2_ts,High_temp_ts,001_protonated_sconf,001_protonated_ts,001_protonated_no_solvent,Delta_gfn2_xtb_protonated,Delta_pm6_on_gfn2,Partially_opt_energy,TS_nrb
007-JAK1,4E4N,-12.42,-23.72,-30.9,4.1,0.0,3.07,-8.964954463145,-8.962568030492,-1.4975079676519922,-57.24052096981608,-59.12058665043622,1.8800656806201417,12.934317,3.85636661355,4.4854196,3.34331963435,-0.29472488295186,-45916.54480989242,0.0,,,,,,,-0.5579933495637732,1.896832041434081,5
007-JAK1,4E5W,-10.52,-12.87,-20.28,4.87,0.0,2.54,-9.137839173874,-9.133951370787,-2.439631427319299,96.59966438828694,90.54863003489484,6.051034353392112,9.801895,2.92243499425,3.0610544,2.2816334234,-0.8164377317551096,-50943.54745477151,1.0,,,,,,,-0.7133060348948277,0.408352783723771,3
007-JAK1,4EHZ,-10.98,-20.87,-24.19,1.69,0.0,1.63,-5.817127575715,-5.817168854446,0.0259027752108105,134.54904872982942,134.54568180920506,0.0033669206243587,1.825216,0.5441881503999999,0.4889884,0.3644797286499999,-0.0199155537089639,-33594.81489730417,1.0,,,,,,,0.0496071907949442,0.1795137713938857,1
007-JAK1,4EI4,-12.0,-29.17,-33.1,2.3,0.0,1.63,-7.202943595414,-7.202073360589,-0.5460801848010882,-10.55873985404099,-9.460311122575709,-1.0984287314652814,3.057296,0.9115328024,1.3425552,1.0007070822,-0.4736119000517046,-35869.80916478963,0.0,,,,,,,-2.7298758774242917,0.5247858112251187,1
007-JAK1,4FK6,-13.32,-28.06,-32.75,2.41,0.0,2.28,-8.574373074477,-8.574150335136,-0.1397709411315202,-32.574980606982045,-30.07365023945157,-2.501330367530471,9.004664,2.6847405716,2.0324308,1.5149231075499998,-2.213412388397576,-45950.14490678529,0.0,,,,,,,0.9686262394515736,-0.298636935060113,4
007-JAK1,4I5C,-12.11,-26.53,-29.64,1.74,0.0,1.38,-7.744387921753,-7.73757133374,-4.277470327449479,62.5671907099159,61.46008812893104,1.107102580984865,4.867511,1.45124840465,0.9541184,0.7111760023999999,-4.411273155347874,-40381.096690775164,0.0,,,,,,,-0.2123791289310332,0.2313355675957069,3
007-JAK1,4IVB,-11.97,-40.95,-42.73,0.01,0.0,1.77,-8.16542860835,-8.162811453831,-1.642288015062696,15.213190371066846,17.91861139279118,-2.7054210217243355,4.612341,1.37516946915,1.5685464,1.1691552729,-5.541341288426408,-40693.7976588192,0.0,,,,,,,-3.2788963927911805,-2.241417427763841,2
007-JAK1,4IVC,-13.73,-39.76,-45.6,3.86,0.0,1.98,-8.617757429122,-8.61767681089,-0.0505886661437441,10.48495194167303,9.619799378449407,0.8651525632236226,6.439351,1.91989250065,2.327744,1.7350421839999997,-0.0186640836446337,-42681.41271302166,0.0,,,,,,,0.2099176215505931,1.458130402344013,3
007-JAK1,4IVD,-13.07,-44.32,-50.58,4.13,0.0,2.14,-9.064058241693,-9.063068922774,-0.6208065255417982,7.481727992813154,6.764844471632248,0.7168835211809057,8.351374,2.4899621580999995,3.1197628,2.32539319705,-0.5349591678447646,-44666.82866462563,0.0,,,,,,,0.2449885283677524,1.4570228835387686,4
007-JAK1,4K6Z,-11.94,-20.58,-26.1,4.03,0.0,1.49,-8.094802322611,-8.087262275155,-4.731447639067459,52.23331940702521,52.65316269570516,-0.4198432886799494,4.214438,1.2565346897,1.5775156,1.1758406903499998,-5.798301853955347,-41722.89175810168,0.0,,,,,,,-2.7799236957051647,1.1845258242683343,3
007-JAK1,4K77,-9.1,-13.1,-16.39,2.01,0.0,1.28,-6.381272313175,-6.381286144562,0.008679319825092,-20.160858663831792,-20.502214464118342,0.3413558002865535,3.689332,1.0999743357999998,0.760738,0.56703508675,-0.0332389509307518,-32528.44404162649,0.0,,,,,,,-0.061702535881654,0.2824657852696184,2
008-Trypsin,1K1I,-8.98,-28.34,-56.13,11.08,15.08,1.64,-11.148678076559,-11.130285361811,-11.541594038802645,-86.68529654750127,-84.0908833776137,-2.5944131698875736,11.610727,3.46173825505,3.6042036,2.68648325835,-5.838166651699463,-66221.66646388613,1.0,,,,,,,0.8682553776136928,6.861425697428047,9
008-Trypsin,1K1J,-10.31,-35.66,-48.0,10.05,0.0,2.29,-11.590829898998,-11.578006434253,-8.046839538670666,-76.73956255951369,-79.20203184971415,2.46246929020046,10.219845,3.04704678675,4.4127096,3.2891234181,-4.9826352165502925,-68202.10276589988,1.0,,,,,,,0.3356528497141511,6.231699735374605,10
008-Trypsin,1K1L,-9.43,-32.8,-46.96,9.55,3.06,1.56,-10.374349348434,-10.356307151355,-11.32164104684601,22.861832424097337,19.120362354695448,3.741470069401888,8.085021,2.41054901115,3.1760056,2.3673151741,-4.810765517119831,-59919.4765523148,1.0,,,,,,,0.7571566453045513,5.952666628677086,8
008-Trypsin,1K1M,-10.1,-32.11,-45.51,11.18,0.0,2.22,-11.342321632048,-11.323393934182,-11.877300760195386,-27.849607232563848,-30.012303933184988,2.16269670062114,9.707731,2.89435999765,4.002606800000001,2.98344304355,-5.029213640219581,-65821.23455015948,1.0,,,,,,,-2.4145610668150117,6.27785247053232,9
008-Trypsin,1K1N,-9.31,-31.46,-46.91,12.23,0.0,3.23,-14.59497512169,-14.589681008462,-3.3221036975893288,-310.9966067699698,-313.41490667066216,2.418299900692375,12.371049,3.68842825935,,,,,0.0,,,,,,,,3.2715574937127485,14
008-Trypsin,2ZHD,-8.93,-30.64,-45.46,13.12,0.0,1.7,-8.634732165367,-8.62371364911,-6.914218117913681,100.14416478811157,105.01584489187742,-4.871680103765854,11.208445,3.3417978767499994,,,-3.4795988695097684,-54694.14618529134,2.0,,,,,,,-7.41474989187742,5.183575435965153,9
008-Trypsin,2ZQ2,-8.96,-42.25,-52.4,8.46,0.0,1.69,-9.081420608941,-9.069249975645,-7.6371819289395875,104.1594213779486,100.75784785434138,3.401573523607212,14.636885,4.36398726275,,,-4.249691886422602,-56676.629287374286,2.0,,,,,,,-3.370445854341384,4.689999819809756,9
008-Trypsin,3LJJ,-8.91,-38.29,-46.85,6.85,0.0,1.72,-7.736075211909,-7.728346332369,-4.849941471265937,107.737389430974,106.69837856569002,1.0390108652839842,12.240131,3.64939505765,5.0400828,3.75675171705,-2.3142844444568107,-50724.28981589179,2.0,,,,,,,-2.845851565690026,3.177298392231009,9
008-Trypsin,3LJO,-9.04,-33.44,-42.97,7.82,0.0,1.71,-8.18024036447,-8.17091169981,-5.853821032131896,103.10680201551676,101.3456589647867,1.7611430507300696,8.902143,2.65417393545,5.2414524,3.90684758265,-2.0047586039926517,-52713.925991248936,2.0,,,,,,,-3.722118964786688,3.6984050549939553,9
008-Trypsin,5MNG,-6.4,-22.32,-27.95,4.62,0.0,1.01,-2.286057667189,-2.285963371358,-0.0591714826149523,122.95084150794918,122.93357783931836,0.017263668630818,1.375159,0.41000365585,0.55097,0.4106792637499999,0.0046259913290178,-15746.605904293305,1.0,,,,,,,0.1409061606816379,2.6437184865556844,1
008-Trypsin,5MO2,-5.25,-23.04,-28.28,4.25,0.0,0.99,-2.49560503283,-2.495556417495,-0.0305065602504464,99.45883853332842,96.37851339028008,3.0803251430483414,9.858554,2.9393278751,1.1697704,0.8719176118999998,-0.0047163978037827,-17871.49838130892,1.0,,,,,,,-0.2443663902800779,3.3770771332188616,1
008-Trypsin,6SY3,-4.26,6.64,-11.12,4.25,11.69,1.82,-9.393278439115,-9.384973499811,-5.2114241577141565,161.8113987790415,159.51235127758991,2.2990475014515823,6.176739,1.84159473285,2.7156124,2.02414959265,-0.0117197038375344,-56597.36375472765,2.0,,,,,,,-0.0760552775899157,1.3564707567673508,9
008-Trypsin,6T0M,-5.69,-15.32,-35.24,6.32,12.06,1.55,-7.946061981815,-7.940248778709,-3.647837267843148,123.61265745110693,122.47521777677044,1.137439674336477,5.743738,1.7124954846999996,3.9348044,2.93290482965,0.0083057166508933,-51598.27188932655,2.0,,,,,,,-1.290369776770433,2.7373161312162324,8
008-Trypsin,6T0P,-6.04,-14.51,-33.6,6.58,10.96,1.55,-7.565901947242,-7.561264519465,-2.910027666917105,129.88204492698972,128.54956296984824,1.332481957141482,4.036746,1.2035558199,3.9829932,2.9688235564499994,-0.4149787931714762,-49430.60206661298,2.0,,,,,,,-2.3474179698482374,2.8268931867174274,8
008-Trypsin,6T5W,-5.96,-15.87,-33.06,4.02,11.41,1.75,-7.559771705249,-7.548605128006,-7.007127719177873,129.9002528105968,132.555827687594,-2.6555748769971785,6.078339,1.81225677285,4.5400368,3.3840299298,-0.8981495560335301,-49429.173011555205,2.0,,,,,,,-3.0337146875939998,0.7868210592894513,8
009-CDK2,3QQK,-7.04,-22.77,-26.28,1.9,0.0,1.61,-6.10617841242,-6.102477285793,-2.3224902685821123,23.045443745913595,23.913388000692184,-0.8679442547785889,6.673471,1.98969537865,2.6976252,2.01074238345,0.0110535496983363,-31715.357276971627,0.0,,,,,,,-0.5665740006921851,-0.5399348184379598,5
009-CDK2,3QTQ,-7.98,-23.69,-28.5,2.56,0.0,2.26,-5.95409160748,-5.95162957321,-1.5449486627332365,30.101776065842905,30.325594780607,-0.2238187147640964,4.574117,1.36377298355,2.912588,2.1709702805,-0.1411080391928078,-31887.33813185992,0.0,,,,,,,0.1305972193930031,0.0324131535249776,5
009-CDK2,3QTR,-8.69,-22.29,-27.31,3.51,0.0,1.52,-7.106703019012,-7.106628064953,-0.047034346609267,33.90569196733572,33.81494153877068,0.0907504285650375,4.754195,1.41746323925,1.100708,0.8204402255,0.0006369097138076,-35762.88308581134,0.0,,,,,,,2.686525461229316,1.564308313160197,4
009-CDK2,3QTS,-7.98,-18.75,-26.47,5.43,0.0,2.29,-7.69935089837,-7.699128200898,-0.1397446679567531,-5.610172865786044,-5.056626785668649,-0.5535460801173953,7.63601,2.2766763815,2.4941120000000003,1.859048732,-0.4762722633600575,-40303.42037935217,0.0,,,,,,,2.096632785668649,2.4487582633681635,5
009-CDK2,3QTU,-10.24,-36.46,-46.88,8.7,0.0,1.72,-8.808185157008,-8.804887564156,-2.069269192965834,-141.2842404794723,-142.89735647381627,1.6131159943439854,6.912367,2.06092222105,3.5982192,2.6820226362,-0.4434291219004104,-54364.01519172922,0.0,,,,,,,0.39904647381627,4.445499264152602,6
009-CDK2,3QTW,-8.91,-25.44,-30.4,3.47,0.0,1.48,-6.95516837221,-6.955180351907,0.0075173676846042,47.74927295161015,40.81871417465014,6.930558776960005,2.624771,0.7825754736499999,1.4223660000000002,1.06019605725,-0.0010122033898123,-35934.71945487111,0.0,,,,,,,2.634257825349863,1.500545029382771,4
009-CDK2,3QTX,-10.24,-32.33,-37.83,3.74,0.0,1.76,-8.418740907421,-8.412465425001,-3.937921697891488,-61.96170109388655,-62.20851808069608,0.2468169868095344,6.01714,1.794010291,3.0709304,2.2889947469,-0.2760119709502181,-51631.295244108784,0.0,,,,,,,-2.460026919303914,0.1950815064972246,6
009-CDK2,3QTZ,-10.44,-25.18,-31.43,4.65,0.0,1.61,-7.927101835678,-7.92711136667,0.0059807832589738,-102.10065902912324,-101.35559359631428,-0.7450654328089428,6.815963,2.03217936845,2.7682276000000003,2.06336764735,-0.3238001610620401,-47719.17025778927,0.0,,,,,,,-1.3970674036857105,1.4424353746638303,5
009-CDK2,3QU0,-10.98,-26.84,-33.48,5.03,0.0,1.61,-7.801499219046,-7.798948022486,-1.600898802168916,-47.67767397815238,-47.5517057110772,-0.1259682670751729,4.852902,1.4468927313,2.5472956,1.89869045785,-0.3201793268276477,-45235.47360569472,0.0,,,,,,,-0.5640792889227981,1.9690262676086403,5
009-CDK2,3QXP,-10.98,-26.83,-36.45,7.9,0.0,1.72,-8.413054981677,-8.413122075367,0.0421018943178043,-61.21879891508519,-61.8589980328715,0.6401991177863096,5.958618,1.7765619567,2.4280192,1.8097848112,-0.4085655853138558,-51631.98174556183,0.0,,,,,,,-0.5620629671285045,4.105443978126871,6
009-CDK2,3R8U,-7.69,-22.86,-29.15,4.0,0.0,2.29,-7.496887825948,-7.496894827952,0.0043938205278622,41.602477771138446,37.01222853009028,4.590249241048163,5.839947,1.74118019805,3.1462336000000004,2.3451238696,-0.2494488153049212,-37737.12995489321,0.0,,,,,,,0.9037314699097152,0.8189219771248872,5
009-CDK2,3R8V,-8.02,-18.03,-26.82,6.39,0.0,2.4,-6.57482846918,-6.574835777347,0.004585940566287,13.116619991028408,12.242300964111136,0.8743190269172718,2.029698,0.6051544586999998,3.394054,2.52984300025,-0.4418626485921869,-38283.16908059928,0.0,,,,,,,1.5140380358888643,2.32210917029782,6
009-CDK2,3R8Z,-6.33,-19.4,-23.51,2.47,0.0,1.65,-5.956054640221,-5.956062876787,0.0051685192940365,30.936661578830165,31.60771281037417,-0.6710512315440091,4.90565,1.4626195474999997,2.7162864,2.0246519754,-0.1336586514347883,-31886.992417042664,0.0,,,,,,,0.026406189625824,-0.1029024973318435,5
009-CDK2,3R9D,-6.11,-14.84,-21.85,5.5,0.0,1.51,-8.323559448938,-8.323465285833,-0.0590881958546021,-110.0130085040847,-111.37226725108344,1.3592587469987478,8.181339,2.43926622285,2.7109444000000003,2.02067018215,-0.4523529374308878,-49892.09700083513,0.0,,,,,,,-0.8486417489165632,1.7766976439303903,6
009-CDK2,3R9N,-8.45,-19.0,-26.6,5.98,0.0,1.62,-7.846155772346,-7.844959967304,-0.7503784261005229,-18.513828797547365,-20.58791380346726,2.074085005919894,4.923638,1.4679826697,2.2208132,1.65533863895,-0.2154367124141853,-44276.29561842384,0.0,,,,,,,0.7998338034672585,2.137947859923557,5
009-CDK2,3RAH,-7.17,-18.11,-25.7,6.1,0.0,1.49,-8.756636993848,-8.756614337626,-0.0142169832103259,4.2961313826661645,3.952435496523949,0.343695886142215,6.666649,1.98766139935,2.2068116,1.64490219635,-0.0711533641092191,-43730.223857999,0.0,,,,,,,0.3709425034760505,2.3476325175985586,4
009-CDK2,3RAK,-9.87,-23.96,-30.31,4.71,0.0,1.65,-7.961342309254,-7.961332084809,-0.0064159312574952,-54.49339334660856,-53.83733106777124,-0.6560622788373252,6.078273,1.81223709495,2.1062172,1.56992164545,-0.2932182369797527,-45063.82314319238,0.0,,,,,,,-1.479964932228761,1.5585136318617216,5
009-CDK2,3RAL,-10.02,-29.23,-39.83,8.2,0.0,2.4,-8.549324754795,-8.549151488794,-0.1087259750221254,-92.76126696410346,-92.6646904367419,-0.0965765273615488,9.613942,2.8663968073,3.5508960000000003,2.646749106,-0.7086612657151555,-49604.35832415576,0.0,,,,,,,-1.8202525632580944,3.400609335135357,6
009-CDK2,3RJC,-7.61,-21.49,-26.27,3.31,0.0,1.48,-7.084276810074,-7.084166454276,-0.0692492564473249,-7.356229301551412,-14.533585162367388,7.177355860815975,4.504115,1.3429018872499998,1.6407280000000002,1.222957633,-0.261908680442993,-38418.06749088815,0.0,,,,,,,0.4528151623673881,1.2014362213064338,4
009-CDK2,3RK5,-7.82,-16.57,-21.95,3.91,0.0,1.48,-8.725712615667,-8.723667984592,-1.283024401242156,-149.06703615414747,-155.14271135170503,6.075675197557558,2.821762,0.8413083402999999,1.6391072000000002,1.2217495292,-0.0231589550851479,-42276.73008793237,-1.0,,,,,,,0.6180813517050296,0.999424663796418,5
009-CDK2,3RK7,-9.61,-25.05,-30.98,4.56,0.0,1.37,-7.788236334108,-7.788197942313,-0.0240911968886432,-9.503625178552037,-9.539633393365614,0.0360082148135774,2.924039,0.8718022278499999,2.2378968,1.6680723272999998,-0.0246591822666615,-41999.29584254333,0.0,,,,,,,0.1276573933656148,1.6219099883567942,5
009-CDK2,3RK9,-9.04,-25.64,-32.21,4.06,0.0,2.51,-6.083130452918,-6.080614964732,-1.5784914761086064,9.936283283493946,4.809150219396281,5.127133064097665,6.529988,1.9469159222,1.8868044,1.40637682965,-0.0019478895909953,-32555.30707618836,0.0,,,,,,,0.6521687806037182,1.3066586754091762,4
009-CDK2,3RKB,-9.23,-25.73,-30.73,3.55,0.0,1.45,-7.219527839519,-7.217222103097,-1.4468703564331074,2.03419699241599,-3.4143050236780894,5.448502016094079,5.747045,1.7134814667499998,1.8551312,1.3827684181999995,-0.0270222995832757,-37880.52125678508,0.0,,,,,,,0.6226470236780894,0.7906282439832397,4
009-CDK2,3RMF,-6.02,-19.59,-29.44,8.25,0.0,1.61,-9.356035200031,-9.35605404774,0.0118271070272728,-40.12347220457682,-40.91588314891816,0.7924109443413343,7.189198,2.1434593837,2.7660188000000003,2.06172126305,-0.2691812066668979,-51085.5747117432,0.0,,,,,,,-0.0463868510818414,4.662456911344897,5
009-CDK2,3RNI,-7.52,-17.24,-23.82,4.98,0.0,1.61,-7.967238335158,-7.961059164369,-3.877485282634733,-53.087384280995714,-53.24246769498488,0.1550834139891606,2.123929,0.6332494313499999,3.00464,2.2395835399999995,-0.5811913690644751,-45063.50342729224,0.0,,,,,,,2.327334694984877,1.828484158423997,5
009-CDK2,3RPV,-10.24,-27.4,-34.36,5.44,0.0,1.52,-8.329477284351,-8.328899163336,-0.3627761400014883,-58.26155102060007,-57.79841533453749,-0.4631356860625857,6.569488,1.9586928472,3.0089988000000005,2.24283248055,-0.3066924534690596,-47224.423026752855,0.0,,,,,,,-1.413002665462514,1.850639543525709,5
009-CDK2,3RPY,-7.71,-20.48,-26.67,4.78,0.0,1.41,-6.133171006496,-6.133233686179,0.0393320651998558,-86.66490524243606,-87.77920410025683,1.1142988578207706,4.966156,1.4806594113999998,2.0019216,1.4921823126,-0.4416828572244954,-37892.87495466222,0.0,,,,,,,-1.08061789974316,1.534016814577711,4
009-CDK2,3S00,-7.17,-20.74,-26.91,3.91,0.0,2.25,-5.300457332534,-5.29553648577,-3.087875632031195,27.68191992220016,26.32864410059005,1.3532758216101044,3.81453,1.1373021195,2.1294720000000003,1.587255192,-0.2582012022778881,-32962.427612522704,0.0,,,,,,,1.6763308994099475,1.176609478930697,5
009-CDK2,3S0O,-6.57,-17.73,-25.9,6.59,0.0,1.57,-5.959401839506,-5.959357182925,-0.0280224064868348,36.26621999498401,31.01870571628169,5.247514278702319,4.784651,1.42654369565,1.8857608,1.4055989562999998,-0.1948785876079799,-31890.02760440548,0.0,,,,,,,4.609305283718307,3.163688271664768,5
009-CDK2,3S1H,-6.96,-19.27,-27.29,5.62,0.0,2.4,-8.548692674236,-8.548690964976,-0.0010725760329109,-89.35605061063106,-94.80650324670523,5.450452636074189,6.641021,1.98002041115,2.9156484000000003,2.17325142615,-0.2891113951465409,-49604.4246734534,0.0,,,,,,,-0.4397457532947584,2.2557758417568152,6
009-CDK2,3SQQ,-7.71,-24.93,-34.83,7.65,0.0,2.25,-8.417099729776,-8.41711467456,0.0093779864633998,-59.59758538606392,-60.77634336596765,1.1787579799037289,5.585418,1.6652923767,2.8373928,2.1149216583,-0.2925603195224752,-47053.2934077151,0.0,,,,,,,-0.4984416340323534,4.387469594020409,5
010-MMP12,3EHX,-10.38,-26.02,-51.05,12.92,9.32,2.79,-8.291552318628,-8.282728316023,-5.537141050660627,-151.77447564601576,-152.38205242011338,0.6075767740976232,14.109321,4.20669405615,,,-8.720193743172992,-45010.57243154122,0.0,,,,,,,-1.197799579886606,8.328511116745716,7
010-MMP12,3EHY,-7.99,-15.6,-38.78,7.25,13.35,2.58,-5.339420121987,-5.338730316966,-0.4328588589224246,-206.2545249574628,-208.39516405395815,2.140639096495363,11.972256,3.5695281263999994,3.1173520000000003,2.323596247,-4.525268605203003,-34247.744247497896,0.0,,,,,,,0.7180380539581961,4.248542221442364,5
010-MMP12,3F15,-11.06,-28.42,-39.16,8.34,0.0,2.4,-6.831139963319,-6.815195650691,-10.005199672883723,-274.56370554387826,-269.8049067511352,-4.75879879274305,10.743123,3.20306212245,,,-2.986760451368558,-45448.57464281491,0.0,,,,,,,1.6398677511352275,3.373582868860126,9
010-MMP12,3F16,-11.24,-29.34,-39.06,7.53,0.0,2.19,-5.794918111515,-5.788061654082,-4.302488747324332,-218.7133189487869,-215.07231792414123,-3.641001024645704,9.616561,2.86717766215,4.2552332,3.17174444645,-2.6540606238390763,-38919.890259264896,0.0,,,,,,,-2.9268210758587827,2.617368868927457,7
010-MMP12,3F17,-11.78,-37.15,-46.3,7.58,0.0,1.56,-6.808261407421,-6.808463768564,0.1269834384826382,-104.85927192855556,-103.48608350487764,-1.3731884236779166,11.013171,3.28357693365,3.2879232000000003,2.4507357552,-0.320710334357382,-39182.97449091672,0.0,,,,,,,-0.6583574951223596,2.566821594708941,6
010-MMP12,3F18,-10.11,-32.71,-42.5,8.25,0.0,1.54,-5.612325149375,-5.605902342692,-4.030368998842713,-223.41750345695837,-221.34984033396307,-2.0676631229952704,11.006928,3.2817155832,4.1211648,3.0718132127999995,-2.242695597260685,-39019.86014091461,0.0,,,,,,,-2.394919666036941,3.3643463934688214,7
010-MMP12,3F19,-9.81,-32.67,-38.31,4.19,0.0,1.45,-4.574826244328,-4.570440991226,-2.7517857887834043,-174.24452239705388,-171.99501605728028,-2.2495063397736037,10.766822,3.2101279792999997,2.6826104,1.9995507269,0.003777835730677,-32492.433904502857,0.0,,,,,,,-0.3684659427197232,0.1560149273972797,5
010-MMP12,3F1A,-9.85,-32.33,-39.07,5.28,0.0,1.45,-4.616218753601,-4.614578919168,-1.029010865217382,-124.74797723184844,-124.11532553138282,-0.6326517004656296,11.240206,3.3512674189,2.8097496,2.0943171080999994,-2.7853274073796443,-29839.8069909065,0.0,,,,,,,0.0798405313828283,1.455726406055902,5
010-MMP12,3LK8,-10.52,-32.46,-39.54,4.87,0.0,2.21,-5.201363375632,-5.201268866045,-0.0593056164287635,-168.08055731442914,-166.6168961125382,-1.4636612018909432,11.801918,3.5187418517,3.512386,2.61804471475,-0.1215395393731618,-34380.37150617931,0.0,,,,,,,-0.963049887461807,0.6670133453987432,6
010-MMP12,3N2U,-10.71,-21.46,-44.42,20.34,0.0,2.61,-9.464450153647,-9.441007880463,-14.710237403419246,-453.6825471237416,-456.3825734050435,2.700026281301916,7.485823,2.23189812745,,,-5.319541556938305,-64956.30488806606,0.0,,,,,,,13.761901405043488,12.51780356446983,11
010-MMP12,3N2V,-10.25,-35.75,-47.27,9.9,0.0,1.63,-7.838021570947,-7.83367436987,-2.727907800627497,-154.3446723637747,-153.68230477185057,-0.6623675919241236,11.748191,3.50272314665,,,-0.786442463964869,-45710.15235985738,0.0,,,,,,,-0.3466802281494381,4.411814102323092,8
010-MMP12,3NX7,-11.09,-33.04,-41.28,5.96,0.0,2.27,-6.234766592425,-6.225708906533,-5.683779416403279,-218.38576652188647,-219.1411378830918,0.7553713612053343,12.57028,3.747828982,5.113706400000001,3.8116289079,-0.247463762740718,-40907.69493496843,0.0,,,,,,,1.8566808830917976,2.064967629474239,8
010-MMP12,3RTS,-10.43,-26.75,-35.42,7.01,0.0,1.66,-5.536792724603,-5.535286888419,-0.9449257579857384,-133.86259286320447,-135.4684353962824,1.605842533077919,10.26535,3.0606141025,4.0894412,3.04816723445,-4.780903466981022,-33814.75991828432,0.0,,,,,,,0.0560153962823903,2.998675254334586,7
010-MMP12,3RTT,-10.64,-29.18,-38.41,7.45,0.0,1.78,-6.689231247127,-6.685831138917,-2.1335985027489786,-140.11871657490735,-138.85569840837903,-1.263018166528326,10.998471,3.27919412865,3.0897836000000005,2.3030474508500003,-3.6375065583100343,-39144.5962686986,0.0,,,,,,,2.6503214083790283,3.535019446166956,6
010-MMP12,4GUY,-10.92,-28.18,-37.14,6.57,0.0,2.39,-6.12420963613,-6.118649464734,-3.4890575925323284,-173.20719805443142,-175.0104913001794,1.8032932457479944,12.613348,3.7606697062,4.8925716,3.64680055635,-4.145927772525928,-38355.53792030227,0.0,,,,,,,-1.0987936998205896,2.35117791517348,8
010-MMP12,5LAB,-11.42,-32.45,-41.31,5.59,0.0,3.27,-7.000611025704,-6.997837796961,-1.740225995291194,-174.01442830426905,-171.18914973467287,-2.825278569596179,12.993622,3.8740483993,4.8069432,3.5829752877,-2.109417807390444,-42330.77043711372,0.0,,,,,,,-3.952595265327119,1.6289704362269504,8
010-MMP12,6RD0,-6.49,-9.9,-16.64,5.01,0.0,1.73,-7.96944724284,-7.962436852787,-4.399082851767889,-92.54502799426346,-86.84823413424762,-5.696793860015845,10.33621,3.0817410115,2.6823256000000004,1.9993384441,-2.9197916071846306,-41490.07003617557,0.0,,,,,,,-5.76915086575238,2.5602797640199384,6
010-MMP12,6RLY,-6.5,2.32,-9.0,9.49,0.0,1.83,-9.143317751066,-9.134307581051,-5.653962775942243,-85.49126710255581,-81.1099572879407,-4.381309814615108,9.296831,2.77185016265,,,-5.466318466624651,-45975.56647280719,0.0,,,,,,,-4.0611907120593,5.212085184292235,7
